moon_ra,  moon_dec, moon_phase_frac, jup_ra, jup_dec
113.99,  22.52, 0.77, 266.05, -23.22
114.48,  22.55, 0.77, 266.06, -23.22
114.93,  22.56, 0.77, 266.07, -23.23
115.34,  22.55, 0.76, 266.08, -23.23
115.73,  22.52, 0.76, 266.09, -23.23
116.11,  22.47, 0.75, 266.10, -23.23
116.51,  22.39, 0.75, 266.10, -23.23
116.92,  22.30, 0.75, 266.11, -23.23
117.37,  22.18, 0.74, 266.12, -23.23
117.87,  22.06, 0.74, 266.13, -23.23
118.42,  21.92, 0.73, 266.14, -23.23
119.02,  21.78, 0.73, 266.15, -23.23
119.68,  21.64, 0.73, 266.16, -23.23
120.39,  21.50, 0.72, 266.17, -23.23
121.15,  21.37, 0.72, 266.18, -23.23
121.94,  21.26, 0.71, 266.19, -23.23
122.76,  21.16, 0.71, 266.20, -23.23
123.58,  21.08, 0.71, 266.21, -23.23
124.41,  21.01, 0.70, 266.22, -23.23
125.22,  20.96, 0.70, 266.23, -23.23
126.00,  20.92, 0.69, 266.24, -23.23
126.75,  20.89, 0.69, 266.25, -23.23
127.45,  20.87, 0.68, 266.26, -23.23
128.09,  20.85, 0.68, 266.27, -23.23
128.68,  20.83, 0.68, 266.28, -23.23
129.22,  20.80, 0.67, 266.29, -23.23
129.70,  20.76, 0.67, 266.30, -23.23
130.14,  20.71, 0.66, 266.31, -23.23
130.54,  20.64, 0.66, 266.32, -23.23
130.92,  20.55, 0.65, 266.32, -23.23
131.30,  20.44, 0.65, 266.33, -23.23
131.69,  20.31, 0.64, 266.34, -23.23
132.10,  20.16, 0.64, 266.35, -23.23
132.54,  19.99, 0.64, 266.36, -23.23
133.03,  19.82, 0.63, 266.37, -23.24
133.58,  19.63, 0.63, 266.38, -23.24
134.17,  19.44, 0.62, 266.39, -23.24
134.83,  19.25, 0.62, 266.40, -23.24
135.53,  19.07, 0.61, 266.41, -23.24
136.28,  18.90, 0.61, 266.42, -23.24
137.06,  18.73, 0.60, 266.43, -23.24
137.86,  18.58, 0.60, 266.44, -23.24
138.67,  18.45, 0.59, 266.45, -23.24
139.49,  18.33, 0.59, 266.46, -23.24
140.28,  18.22, 0.59, 266.47, -23.24
141.05,  18.12, 0.58, 266.48, -23.24
141.78,  18.03, 0.58, 266.49, -23.24
142.46,  17.95, 0.57, 266.50, -23.24
143.08,  17.87, 0.57, 266.51, -23.24
143.65,  17.79, 0.56, 266.52, -23.24
144.17,  17.70, 0.56, 266.53, -23.24
144.63,  17.60, 0.55, 266.54, -23.24
145.06,  17.49, 0.55, 266.55, -23.24
145.45,  17.36, 0.54, 266.56, -23.24
145.82,  17.22, 0.54, 266.57, -23.24
146.18,  17.06, 0.53, 266.58, -23.24
146.56,  16.88, 0.53, 266.58, -23.24
146.96,  16.68, 0.53, 266.59, -23.24
147.39,  16.48, 0.52, 266.60, -23.24
147.87,  16.26, 0.52, 266.61, -23.24
148.40,  16.04, 0.51, 266.62, -23.24
148.99,  15.81, 0.51, 266.63, -23.24
149.63,  15.59, 0.50, 266.64, -23.24
150.32,  15.37, 0.50, 266.65, -23.24
151.05,  15.16, 0.49, 266.66, -23.24
151.81,  14.96, 0.49, 266.67, -23.24
152.60,  14.77, 0.48, 266.68, -23.24
153.39,  14.59, 0.48, 266.69, -23.24
154.18,  14.42, 0.47, 266.70, -23.24
154.96,  14.27, 0.47, 266.71, -23.25
155.70,  14.12, 0.46, 266.72, -23.25
156.41,  13.98, 0.46, 266.73, -23.25
157.07,  13.84, 0.45, 266.74, -23.25
157.67,  13.71, 0.45, 266.75, -23.25
158.22,  13.57, 0.44, 266.76, -23.25
158.71,  13.42, 0.44, 266.77, -23.25
159.16,  13.27, 0.43, 266.78, -23.25
159.56,  13.11, 0.43, 266.79, -23.25
159.93,  12.93, 0.43, 266.80, -23.25
160.29,  12.74, 0.42, 266.81, -23.25
160.64,  12.54, 0.42, 266.82, -23.25
161.00,  12.32, 0.41, 266.83, -23.25
161.39,  12.10, 0.41, 266.84, -23.25
161.82,  11.86, 0.40, 266.85, -23.25
162.29,  11.62, 0.40, 266.86, -23.25
162.81,  11.37, 0.39, 266.86, -23.25
163.39,  11.13, 0.39, 266.87, -23.25
164.02,  10.89, 0.38, 266.88, -23.25
164.69,  10.65, 0.38, 266.89, -23.25
165.41,  10.42, 0.37, 266.90, -23.25
166.16,  10.19, 0.37, 266.91, -23.25
166.93,  9.98, 0.36, 266.92, -23.25
167.71,  9.77, 0.36, 266.93, -23.25
168.48,  9.56, 0.36, 266.94, -23.25
169.23,  9.37, 0.35, 266.95, -23.25
169.96,  9.18, 0.35, 266.96, -23.25
170.64,  8.99, 0.34, 266.97, -23.25
171.28,  8.81, 0.34, 266.98, -23.25
171.86,  8.62, 0.33, 266.99, -23.25
172.39,  8.44, 0.33, 267.00, -23.25
172.86,  8.24, 0.32, 267.01, -23.25
173.29,  8.05, 0.32, 267.02, -23.25
173.68,  7.84, 0.31, 267.03, -23.25
174.04,  7.63, 0.31, 267.04, -23.25
174.38,  7.41, 0.31, 267.05, -23.25
174.72,  7.18, 0.30, 267.06, -23.25
175.08,  6.94, 0.30, 267.07, -23.26
175.46,  6.70, 0.29, 267.08, -23.26
175.88,  6.45, 0.29, 267.09, -23.26
176.35,  6.20, 0.28, 267.10, -23.26
176.86,  5.95, 0.28, 267.11, -23.26
177.44,  5.71, 0.27, 267.12, -23.26
178.06,  5.46, 0.27, 267.13, -23.26
178.73,  5.22, 0.27, 267.14, -23.26
179.44,  4.98, 0.26, 267.15, -23.26
180.19,  4.74, 0.26, 267.16, -23.26
180.95,  4.51, 0.25, 267.17, -23.26
181.71,  4.28, 0.25, 267.18, -23.26
182.47,  4.06, 0.24, 267.19, -23.26
183.21,  3.83, 0.24, 267.20, -23.26
183.92,  3.61, 0.24, 267.20, -23.26
184.59,  3.39, 0.23, 267.21, -23.26
185.21,  3.17, 0.23, 267.22, -23.26
185.78,  2.95, 0.22, 267.23, -23.26
186.29,  2.72, 0.22, 267.24, -23.26
186.75,  2.50, 0.22, 267.25, -23.26
187.17,  2.26, 0.21, 267.26, -23.26
187.54,  2.03, 0.21, 267.27, -23.26
187.90,  1.79, 0.20, 267.28, -23.26
188.23,  1.56, 0.20, 267.29, -23.26
188.57,  1.32, 0.20, 267.30, -23.26
188.93,  1.08, 0.19, 267.31, -23.26
189.31,  0.83, 0.19, 267.32, -23.26
189.73,  0.59, 0.18, 267.33, -23.26
190.20,  0.35, 0.18, 267.34, -23.26
190.73,  0.12, 0.18, 267.35, -23.26
191.30,  -0.12, 0.17, 267.36, -23.26
191.93,  -0.35, 0.17, 267.37, -23.26
192.61,  -0.59, 0.17, 267.38, -23.26
193.32,  -0.82, 0.16, 267.39, -23.26
194.06,  -1.05, 0.16, 267.40, -23.26
194.82,  -1.29, 0.16, 267.41, -23.26
195.59,  -1.52, 0.15, 267.42, -23.26
196.34,  -1.76, 0.15, 267.43, -23.26
197.08,  -1.99, 0.15, 267.44, -23.26
197.78,  -2.23, 0.14, 267.45, -23.26
198.44,  -2.48, 0.14, 267.46, -23.26
199.06,  -2.72, 0.13, 267.47, -23.26
199.62,  -2.97, 0.13, 267.48, -23.27
200.13,  -3.22, 0.13, 267.49, -23.27
200.58,  -3.47, 0.13, 267.50, -23.27
200.99,  -3.71, 0.12, 267.51, -23.27
201.37,  -3.96, 0.12, 267.52, -23.27
201.72,  -4.20, 0.12, 267.53, -23.27
202.06,  -4.44, 0.11, 267.54, -23.27
202.40,  -4.68, 0.11, 267.55, -23.27
202.76,  -4.90, 0.11, 267.56, -23.27
203.16,  -5.13, 0.10, 267.57, -23.27
203.59,  -5.35, 0.10, 267.58, -23.27
204.07,  -5.56, 0.10, 267.59, -23.27
204.61,  -5.77, 0.09, 267.60, -23.27
205.20,  -5.98, 0.09, 267.61, -23.27
205.84,  -6.19, 0.09, 267.62, -23.27
206.53,  -6.40, 0.09, 267.63, -23.27
207.25,  -6.61, 0.08, 267.64, -23.27
208.01,  -6.83, 0.08, 267.65, -23.27
208.77,  -7.05, 0.08, 267.66, -23.27
209.55,  -7.27, 0.08, 267.66, -23.27
210.31,  -7.51, 0.07, 267.67, -23.27
211.05,  -7.75, 0.07, 267.68, -23.27
211.76,  -7.99, 0.07, 267.69, -23.27
212.42,  -8.24, 0.07, 267.70, -23.27
213.04,  -8.49, 0.06, 267.71, -23.27
213.60,  -8.75, 0.06, 267.72, -23.27
214.11,  -9.00, 0.06, 267.73, -23.27
214.57,  -9.26, 0.06, 267.74, -23.27
214.98,  -9.50, 0.05, 267.75, -23.27
215.36,  -9.75, 0.05, 267.76, -23.27
215.72,  -9.98, 0.05, 267.77, -23.27
216.07,  -10.20, 0.05, 267.78, -23.27
216.42,  -10.41, 0.05, 267.79, -23.27
216.80,  -10.61, 0.04, 267.80, -23.27
217.20,  -10.80, 0.04, 267.81, -23.27
217.65,  -10.98, 0.04, 267.82, -23.27
218.15,  -11.16, 0.04, 267.83, -23.27
218.71,  -11.33, 0.04, 267.84, -23.27
219.32,  -11.49, 0.03, 267.85, -23.27
219.98,  -11.66, 0.03, 267.86, -23.27
220.69,  -11.84, 0.03, 267.87, -23.27
221.43,  -12.01, 0.03, 267.88, -23.27
222.20,  -12.20, 0.03, 267.89, -23.27
222.99,  -12.40, 0.03, 267.90, -23.27
223.77,  -12.60, 0.02, 267.91, -23.27
224.55,  -12.82, 0.02, 267.92, -23.27
225.30,  -13.04, 0.02, 267.93, -23.28
226.02,  -13.28, 0.02, 267.94, -23.28
226.69,  -13.52, 0.02, 267.95, -23.28
227.32,  -13.76, 0.02, 267.96, -23.28
227.89,  -14.01, 0.02, 267.97, -23.28
228.41,  -14.25, 0.02, 267.98, -23.28
228.87,  -14.49, 0.01, 267.99, -23.28
229.30,  -14.72, 0.01, 268.00, -23.28
229.69,  -14.94, 0.01, 268.01, -23.28
230.05,  -15.14, 0.01, 268.02, -23.28
230.41,  -15.33, 0.01, 268.03, -23.28
230.78,  -15.50, 0.01, 268.04, -23.28
231.17,  -15.66, 0.01, 268.05, -23.28
231.60,  -15.80, 0.01, 268.06, -23.28
232.07,  -15.93, 0.01, 268.07, -23.28
232.59,  -16.06, 0.01, 268.08, -23.28
233.16,  -16.17, 0.01, 268.09, -23.28
233.79,  -16.29, 0.00, 268.10, -23.28
234.48,  -16.41, 0.00, 268.11, -23.28
235.21,  -16.53, 0.00, 268.12, -23.28
235.97,  -16.67, 0.00, 268.13, -23.28
236.76,  -16.81, 0.00, 268.14, -23.28
237.57,  -16.97, 0.00, 268.15, -23.28
238.37,  -17.14, 0.00, 268.16, -23.28
239.16,  -17.32, 0.00, 268.17, -23.28
239.93,  -17.52, 0.00, 268.18, -23.28
240.66,  -17.73, 0.00, 268.19, -23.28
241.35,  -17.94, 0.00, 268.20, -23.28
241.98,  -18.16, 0.00, 268.21, -23.28
242.56,  -18.38, 0.00, 268.22, -23.28
243.09,  -18.59, 0.00, 268.23, -23.28
243.57,  -18.80, 0.00, 268.24, -23.28
244.00,  -18.99, 0.00, 268.25, -23.28
244.40,  -19.17, 0.00, 268.26, -23.28
244.78,  -19.33, 0.00, 268.27, -23.28
245.15,  -19.48, 0.00, 268.28, -23.28
245.53,  -19.60, 0.00, 268.29, -23.28
245.93,  -19.70, 0.00, 268.30, -23.28
246.38,  -19.79, 0.00, 268.31, -23.28
246.86,  -19.86, 0.00, 268.32, -23.28
247.40,  -19.92, 0.00, 268.33, -23.28
247.99,  -19.98, 0.00, 268.34, -23.28
248.64,  -20.04, 0.00, 268.35, -23.28
249.34,  -20.10, 0.00, 268.36, -23.28
250.09,  -20.17, 0.00, 268.37, -23.28
250.87,  -20.25, 0.01, 268.38, -23.28
251.68,  -20.34, 0.01, 268.39, -23.28
252.50,  -20.45, 0.01, 268.40, -23.28
253.31,  -20.57, 0.01, 268.41, -23.28
254.12,  -20.71, 0.01, 268.42, -23.28
254.89,  -20.86, 0.01, 268.43, -23.28
255.63,  -21.03, 0.01, 268.44, -23.28
256.33,  -21.20, 0.01, 268.45, -23.28
256.97,  -21.38, 0.01, 268.46, -23.29
257.55,  -21.56, 0.01, 268.47, -23.29
258.08,  -21.73, 0.01, 268.48, -23.29
258.56,  -21.89, 0.01, 268.49, -23.29
259.00,  -22.03, 0.02, 268.50, -23.29
259.41,  -22.16, 0.02, 268.51, -23.29
259.79,  -22.27, 0.02, 268.52, -23.29
260.17,  -22.36, 0.02, 268.53, -23.29
260.56,  -22.42, 0.02, 268.54, -23.29
260.97,  -22.46, 0.02, 268.55, -23.29
261.42,  -22.49, 0.02, 268.56, -23.29
261.91,  -22.50, 0.02, 268.57, -23.29
262.46,  -22.50, 0.03, 268.58, -23.29
263.06,  -22.49, 0.03, 268.59, -23.29
263.72,  -22.49, 0.03, 268.60, -23.29
264.43,  -22.49, 0.03, 268.61, -23.29
265.18,  -22.50, 0.03, 268.62, -23.29
265.97,  -22.52, 0.03, 268.63, -23.29
266.78,  -22.56, 0.04, 268.64, -23.29
267.60,  -22.61, 0.04, 268.65, -23.29
268.42,  -22.68, 0.04, 268.66, -23.29
269.23,  -22.77, 0.04, 268.67, -23.29
270.00,  -22.87, 0.04, 268.68, -23.29
270.74,  -22.98, 0.04, 268.69, -23.29
271.43,  -23.10, 0.05, 268.70, -23.29
272.06,  -23.23, 0.05, 268.71, -23.29
272.65,  -23.35, 0.05, 268.72, -23.29
273.17,  -23.47, 0.05, 268.73, -23.29
273.65,  -23.58, 0.05, 268.74, -23.29
274.08,  -23.67, 0.06, 268.75, -23.29
274.48,  -23.74, 0.06, 268.76, -23.29
274.86,  -23.79, 0.06, 268.77, -23.29
275.23,  -23.81, 0.06, 268.78, -23.29
275.62,  -23.82, 0.06, 268.79, -23.29
276.03,  -23.80, 0.07, 268.80, -23.29
276.47,  -23.76, 0.07, 268.80, -23.29
276.97,  -23.71, 0.07, 268.81, -23.29
277.51,  -23.65, 0.07, 268.82, -23.29
278.11,  -23.59, 0.08, 268.83, -23.29
278.76,  -23.52, 0.08, 268.84, -23.29
279.47,  -23.46, 0.08, 268.85, -23.29
280.21,  -23.42, 0.08, 268.87, -23.29
280.99,  -23.38, 0.09, 268.88, -23.29
281.79,  -23.37, 0.09, 268.89, -23.29
282.60,  -23.36, 0.09, 268.90, -23.29
283.41,  -23.38, 0.09, 268.91, -23.29
284.20,  -23.41, 0.10, 268.92, -23.29
284.96,  -23.46, 0.10, 268.93, -23.29
285.68,  -23.52, 0.10, 268.94, -23.29
286.35,  -23.58, 0.10, 268.95, -23.29
286.97,  -23.65, 0.11, 268.96, -23.29
287.53,  -23.72, 0.11, 268.97, -23.29
288.03,  -23.78, 0.11, 268.98, -23.29
288.49,  -23.83, 0.11, 268.99, -23.29
288.91,  -23.87, 0.12, 269.00, -23.29
289.29,  -23.88, 0.12, 269.01, -23.29
289.65,  -23.87, 0.12, 269.02, -23.29
290.02,  -23.84, 0.13, 269.03, -23.29
290.39,  -23.78, 0.13, 269.04, -23.29
290.79,  -23.71, 0.13, 269.05, -23.29
291.22,  -23.62, 0.13, 269.06, -23.29
291.70,  -23.51, 0.14, 269.07, -23.29
292.23,  -23.40, 0.14, 269.08, -23.29
292.82,  -23.28, 0.14, 269.09, -23.29
293.45,  -23.17, 0.15, 269.10, -23.29
294.14,  -23.06, 0.15, 269.11, -23.29
294.87,  -22.96, 0.15, 269.12, -23.29
295.62,  -22.88, 0.16, 269.13, -23.29
296.40,  -22.81, 0.16, 269.14, -23.30
297.19,  -22.76, 0.16, 269.15, -23.30
297.96,  -22.73, 0.16, 269.16, -23.30
298.72,  -22.71, 0.17, 269.17, -23.30
299.45,  -22.70, 0.17, 269.18, -23.30
300.14,  -22.71, 0.17, 269.19, -23.30
300.78,  -22.72, 0.18, 269.20, -23.30
301.37,  -22.74, 0.18, 269.21, -23.30
301.90,  -22.75, 0.18, 269.22, -23.30
302.38,  -22.76, 0.19, 269.23, -23.30
302.81,  -22.75, 0.19, 269.24, -23.30
303.20,  -22.73, 0.19, 269.25, -23.30
303.55,  -22.69, 0.20, 269.26, -23.30
303.90,  -22.63, 0.20, 269.27, -23.30
304.24,  -22.54, 0.20, 269.28, -23.30
304.59,  -22.44, 0.21, 269.29, -23.30
304.97,  -22.32, 0.21, 269.30, -23.30
305.38,  -22.18, 0.21, 269.31, -23.30
305.85,  -22.03, 0.22, 269.32, -23.30
306.36,  -21.88, 0.22, 269.33, -23.30
306.92,  -21.72, 0.22, 269.34, -23.30
307.54,  -21.57, 0.23, 269.35, -23.30
308.20,  -21.42, 0.23, 269.36, -23.30
308.90,  -21.28, 0.24, 269.37, -23.30
309.63,  -21.16, 0.24, 269.38, -23.30
310.37,  -21.05, 0.24, 269.39, -23.30
311.12,  -20.96, 0.25, 269.40, -23.30
311.87,  -20.88, 0.25, 269.41, -23.30
312.59,  -20.82, 0.25, 269.42, -23.30
313.28,  -20.77, 0.26, 269.43, -23.30
313.93,  -20.73, 0.26, 269.44, -23.30
314.53,  -20.69, 0.26, 269.45, -23.30
315.08,  -20.66, 0.27, 269.46, -23.30
315.58,  -20.62, 0.27, 269.47, -23.30
316.02,  -20.58, 0.27, 269.48, -23.30
316.41,  -20.52, 0.28, 269.49, -23.30
316.77,  -20.45, 0.28, 269.50, -23.30
317.10,  -20.36, 0.29, 269.51, -23.30
317.42,  -20.26, 0.29, 269.52, -23.30
317.73,  -20.13, 0.29, 269.53, -23.30
318.06,  -19.99, 0.30, 269.54, -23.30
318.42,  -19.83, 0.30, 269.55, -23.30
318.82,  -19.66, 0.30, 269.56, -23.30
319.26,  -19.48, 0.31, 269.57, -23.30
319.75,  -19.29, 0.31, 269.58, -23.30
320.30,  -19.11, 0.32, 269.59, -23.30
320.89,  -18.92, 0.32, 269.60, -23.30
321.53,  -18.75, 0.32, 269.61, -23.30
322.20,  -18.59, 0.33, 269.62, -23.30
322.90,  -18.43, 0.33, 269.63, -23.30
323.61,  -18.30, 0.33, 269.64, -23.30
324.33,  -18.17, 0.34, 269.65, -23.30
325.03,  -18.06, 0.34, 269.66, -23.30
325.72,  -17.96, 0.35, 269.67, -23.30
326.37,  -17.87, 0.35, 269.68, -23.30
326.98,  -17.79, 0.35, 269.69, -23.30
327.54,  -17.71, 0.36, 269.70, -23.30
328.04,  -17.63, 0.36, 269.71, -23.30
328.50,  -17.55, 0.37, 269.72, -23.30
328.90,  -17.46, 0.37, 269.73, -23.30
329.27,  -17.36, 0.37, 269.74, -23.30
329.59,  -17.25, 0.38, 269.75, -23.30
329.90,  -17.13, 0.38, 269.76, -23.30
330.19,  -16.98, 0.38, 269.77, -23.30
330.48,  -16.83, 0.39, 269.78, -23.30
330.80,  -16.65, 0.39, 269.79, -23.30
331.14,  -16.47, 0.40, 269.80, -23.30
331.52,  -16.27, 0.40, 269.81, -23.30
331.95,  -16.07, 0.40, 269.82, -23.30
332.43,  -15.87, 0.41, 269.83, -23.30
332.95,  -15.67, 0.41, 269.84, -23.30
333.53,  -15.47, 0.42, 269.85, -23.30
334.14,  -15.28, 0.42, 269.86, -23.30
334.79,  -15.10, 0.42, 269.87, -23.30
335.47,  -14.92, 0.43, 269.88, -23.30
336.15,  -14.76, 0.43, 269.89, -23.30
336.84,  -14.61, 0.44, 269.90, -23.30
337.51,  -14.48, 0.44, 269.91, -23.30
338.16,  -14.35, 0.44, 269.92, -23.30
338.77,  -14.22, 0.45, 269.93, -23.30
339.34,  -14.11, 0.45, 269.94, -23.30
339.86,  -13.99, 0.45, 269.95, -23.30
340.33,  -13.88, 0.46, 269.96, -23.30
340.75,  -13.76, 0.46, 269.97, -23.30
341.12,  -13.63, 0.47, 269.98, -23.30
341.46,  -13.50, 0.47, 269.99, -23.30
341.76,  -13.35, 0.47, 270.00, -23.30
342.04,  -13.19, 0.48, 270.01, -23.30
342.31,  -13.02, 0.48, 270.02, -23.30
342.59,  -12.84, 0.49, 270.03, -23.30
342.89,  -12.65, 0.49, 270.04, -23.30
343.23,  -12.45, 0.49, 270.05, -23.30
343.60,  -12.24, 0.50, 270.06, -23.30
344.02,  -12.03, 0.50, 270.07, -23.30
344.49,  -11.82, 0.51, 270.08, -23.30
345.01,  -11.61, 0.51, 270.09, -23.30
345.57,  -11.41, 0.51, 270.10, -23.30
346.18,  -11.21, 0.52, 270.11, -23.30
346.81,  -11.02, 0.52, 270.13, -23.30
347.47,  -10.83, 0.53, 270.14, -23.30
348.13,  -10.66, 0.53, 270.15, -23.30
348.79,  -10.49, 0.53, 270.16, -23.30
349.44,  -10.33, 0.54, 270.17, -23.30
350.05,  -10.17, 0.54, 270.18, -23.30
350.64,  -10.02, 0.55, 270.19, -23.30
351.18,  -9.88, 0.55, 270.20, -23.30
351.67,  -9.73, 0.55, 270.21, -23.31
352.11,  -9.58, 0.56, 270.22, -23.31
352.50,  -9.43, 0.56, 270.23, -23.31
352.84,  -9.27, 0.56, 270.24, -23.31
353.15,  -9.11, 0.57, 270.25, -23.31
353.43,  -8.94, 0.57, 270.26, -23.31
353.69,  -8.76, 0.58, 270.27, -23.31
353.96,  -8.57, 0.58, 270.28, -23.31
354.23,  -8.38, 0.58, 270.29, -23.31
354.53,  -8.17, 0.59, 270.30, -23.31
354.86,  -7.97, 0.59, 270.31, -23.31
355.24,  -7.76, 0.60, 270.32, -23.31
355.66,  -7.55, 0.60, 270.33, -23.31
356.13,  -7.33, 0.60, 270.34, -23.31
356.65,  -7.13, 0.61, 270.35, -23.31
357.22,  -6.92, 0.61, 270.36, -23.31
357.82,  -6.72, 0.61, 270.37, -23.31
358.45,  -6.52, 0.62, 270.38, -23.31
359.09,  -6.33, 0.62, 270.39, -23.31
359.74,  -6.15, 0.63, 270.40, -23.31
0.39,  -5.97, 0.63, 270.41, -23.31
1.02,  -5.79, 0.63, 270.42, -23.31
1.61,  -5.61, 0.64, 270.43, -23.31
2.17,  -5.44, 0.64, 270.44, -23.31
2.69,  -5.27, 0.65, 270.45, -23.31
3.16,  -5.09, 0.65, 270.46, -23.31
3.57,  -4.92, 0.65, 270.47, -23.31
3.94,  -4.74, 0.66, 270.48, -23.31
4.27,  -4.56, 0.66, 270.49, -23.31
4.56,  -4.37, 0.66, 270.50, -23.31
4.83,  -4.18, 0.67, 270.51, -23.31
5.09,  -3.99, 0.67, 270.52, -23.31
5.35,  -3.79, 0.68, 270.53, -23.31
5.63,  -3.59, 0.68, 270.54, -23.31
5.93,  -3.39, 0.68, 270.55, -23.31
6.27,  -3.18, 0.69, 270.56, -23.31
6.66,  -2.98, 0.69, 270.57, -23.31
7.09,  -2.77, 0.69, 270.58, -23.31
7.58,  -2.57, 0.70, 270.59, -23.31
8.11,  -2.37, 0.70, 270.60, -23.31
8.68,  -2.17, 0.70, 270.61, -23.31
9.29,  -1.97, 0.71, 270.62, -23.31
9.92,  -1.78, 0.71, 270.63, -23.31
10.57,  -1.58, 0.71, 270.64, -23.31
11.22,  -1.39, 0.72, 270.65, -23.31
11.86,  -1.20, 0.72, 270.66, -23.31
12.47,  -1.01, 0.73, 270.67, -23.31
13.06,  -0.82, 0.73, 270.68, -23.31
13.61,  -0.62, 0.73, 270.69, -23.31
14.11,  -0.43, 0.74, 270.70, -23.31
14.56,  -0.23, 0.74, 270.71, -23.31
14.97,  -0.03, 0.74, 270.73, -23.31
15.32,  0.16, 0.75, 270.74, -23.31
15.64,  0.36, 0.75, 270.75, -23.31
15.93,  0.56, 0.75, 270.76, -23.31
16.19,  0.76, 0.76, 270.77, -23.31
16.46,  0.96, 0.76, 270.78, -23.31
16.72,  1.16, 0.76, 270.79, -23.31
17.01,  1.36, 0.77, 270.80, -23.31
17.33,  1.55, 0.77, 270.81, -23.31
17.69,  1.74, 0.77, 270.82, -23.31
18.09,  1.94, 0.78, 270.83, -23.31
18.55,  2.13, 0.78, 270.84, -23.31
19.05,  2.31, 0.78, 270.85, -23.31
19.61,  2.50, 0.79, 270.86, -23.31
20.20,  2.69, 0.79, 270.87, -23.31
20.82,  2.88, 0.79, 270.88, -23.31
21.47,  3.07, 0.80, 270.89, -23.31
22.13,  3.26, 0.80, 270.90, -23.31
22.79,  3.46, 0.80, 270.91, -23.31
23.43,  3.66, 0.81, 270.92, -23.31
24.05,  3.86, 0.81, 270.93, -23.31
24.64,  4.06, 0.81, 270.94, -23.31
25.18,  4.27, 0.82, 270.95, -23.31
25.68,  4.48, 0.82, 270.96, -23.31
26.13,  4.69, 0.82, 270.97, -23.31
26.53,  4.91, 0.83, 270.98, -23.31
26.88,  5.12, 0.83, 270.99, -23.31
27.20,  5.33, 0.83, 271.00, -23.31
27.49,  5.53, 0.83, 271.01, -23.31
27.77,  5.73, 0.84, 271.02, -23.31
28.04,  5.93, 0.84, 271.03, -23.31
28.32,  6.11, 0.84, 271.04, -23.31
28.63,  6.30, 0.85, 271.05, -23.31
28.97,  6.48, 0.85, 271.06, -23.31
29.36,  6.65, 0.85, 271.07, -23.31
29.79,  6.82, 0.85, 271.08, -23.31
30.28,  6.99, 0.86, 271.09, -23.31
30.81,  7.16, 0.86, 271.10, -23.31
31.39,  7.32, 0.86, 271.11, -23.31
32.02,  7.50, 0.87, 271.12, -23.31
32.67,  7.67, 0.87, 271.13, -23.31
33.34,  7.85, 0.87, 271.14, -23.31
34.02,  8.04, 0.87, 271.15, -23.31
34.70,  8.23, 0.88, 271.17, -23.31
35.36,  8.43, 0.88, 271.18, -23.31
35.99,  8.64, 0.88, 271.19, -23.31
36.58,  8.85, 0.89, 271.20, -23.31
37.14,  9.07, 0.89, 271.21, -23.31
37.64,  9.29, 0.89, 271.22, -23.31
38.10,  9.51, 0.89, 271.23, -23.31
38.50,  9.72, 0.90, 271.24, -23.31
38.86,  9.94, 0.90, 271.25, -23.31
39.19,  10.14, 0.90, 271.26, -23.31
39.49,  10.34, 0.90, 271.27, -23.31
39.78,  10.53, 0.91, 271.28, -23.31
40.08,  10.71, 0.91, 271.29, -23.31
40.38,  10.88, 0.91, 271.30, -23.31
40.72,  11.04, 0.91, 271.31, -23.31
41.09,  11.19, 0.91, 271.32, -23.31
41.51,  11.34, 0.92, 271.33, -23.31
41.98,  11.48, 0.92, 271.34, -23.31
42.50,  11.62, 0.92, 271.35, -23.31
43.08,  11.76, 0.92, 271.36, -23.31
43.70,  11.90, 0.93, 271.37, -23.31
44.36,  12.05, 0.93, 271.38, -23.31
45.05,  12.21, 0.93, 271.39, -23.31
45.75,  12.37, 0.93, 271.40, -23.31
46.46,  12.54, 0.93, 271.41, -23.31
47.17,  12.73, 0.94, 271.42, -23.31
47.85,  12.92, 0.94, 271.43, -23.31
48.51,  13.12, 0.94, 271.44, -23.31
49.12,  13.33, 0.94, 271.45, -23.31
49.69,  13.55, 0.94, 271.46, -23.31
50.21,  13.77, 0.95, 271.47, -23.31
50.68,  13.98, 0.95, 271.48, -23.31
51.11,  14.19, 0.95, 271.49, -23.31
51.48,  14.40, 0.95, 271.50, -23.31
51.83,  14.59, 0.95, 271.51, -23.31
52.15,  14.77, 0.96, 271.52, -23.31
52.47,  14.94, 0.96, 271.53, -23.31
52.78,  15.09, 0.96, 271.54, -23.31
53.12,  15.23, 0.96, 271.55, -23.31
53.49,  15.36, 0.96, 271.56, -23.31
53.90,  15.47, 0.96, 271.58, -23.31
54.36,  15.58, 0.97, 271.59, -23.31
54.87,  15.68, 0.97, 271.60, -23.31
55.44,  15.78, 0.97, 271.61, -23.31
56.06,  15.89, 0.97, 271.62, -23.31
56.72,  16.00, 0.97, 271.63, -23.31
57.42,  16.11, 0.97, 271.64, -23.31
58.15,  16.24, 0.97, 271.65, -23.31
58.90,  16.38, 0.98, 271.66, -23.31
59.65,  16.53, 0.98, 271.67, -23.31
60.39,  16.69, 0.98, 271.68, -23.31
61.10,  16.87, 0.98, 271.69, -23.31
